rs_tx	gene	tx_recovery	gene_recovery	perc_recovery
NM_001367842	TNNT3	1	1.0	100.0
NM_001367844	TNNT3	1	1.0	100.0
NM_001367849	TNNT3	1	1.0	100.0
NM_001367852	TNNT3	1	1.0	100.0
NM_001007139	IGF2	4	5.0	80.0
NM_001291862	IGF2	4	5.0	80.0
NM_001127598	IGF2	4	5.0	80.0
NM_000612	IGF2	4	5.0	80.0
NM_001291861	IGF2	4	5.0	80.0
NR_003512	INS	10	14.0	71.42857142857143
NM_001042376	INS	6	14.0	42.857142857142854
NM_000207	INS	10	14.0	71.42857142857143
NM_001185097	INS	10	14.0	71.42857142857143
NM_001291897	INS	10	14.0	71.42857142857143
NM_001185098	INS	10	14.0	71.42857142857143
NM_000360	TH	27	41.0	65.85365853658537
NM_199293	TH	27	41.0	65.85365853658537
NM_199292	TH	27	41.0	65.85365853658537
NM_000218	KCNQ1	165	192.0	85.9375
NM_181798	KCNQ1	142	192.0	73.95833333333334
NR_002728	KCNQ1OT1	6		
NM_001362475	CDKN1C	7	30.0	23.333333333333332
NM_001122631	CDKN1C	28	30.0	93.33333333333333
NM_001122630	CDKN1C	28	30.0	93.33333333333333
NM_001362474	CDKN1C	28	30.0	93.33333333333333
NM_000076	CDKN1C	28	30.0	93.33333333333333
NM_183233	SLC22A18	1	1.0	100.0
NM_002555	SLC22A18	1	1.0	100.0
NM_001315501	SLC22A18	1	1.0	100.0
NR_157591	NUP98	1	1.0	100.0
NR_157590	NUP98	1	1.0	100.0
NR_157589	NUP98	1	1.0	100.0
NM_001365126	NUP98	1	1.0	100.0
NM_001365128	NUP98	1	1.0	100.0
NM_001365127	NUP98	1	1.0	100.0
NM_001365129	NUP98	1	1.0	100.0
NM_139132	NUP98	1	1.0	100.0
NM_016320	NUP98	1	1.0	100.0
NM_001365125	NUP98	1	1.0	100.0
NR_027017	PGAP2	2	2.0	100.0
NR_104271	PGAP2	2	2.0	100.0
NR_045927	PGAP2	2	2.0	100.0
NR_144427	PGAP2	2	2.0	100.0
NR_045923	PGAP2	2	2.0	100.0
NR_104270	PGAP2	2	2.0	100.0
NR_027018	PGAP2	2	2.0	100.0
NR_144428	PGAP2	2	2.0	100.0
NR_045929	PGAP2	2	2.0	100.0
NR_144429	PGAP2	2	2.0	100.0
NR_027016	PGAP2	2	2.0	100.0
NR_104272	PGAP2	2	2.0	100.0
NM_001256235	PGAP2	2	2.0	100.0
NM_001256236	PGAP2	2	2.0	100.0
NM_001256237	PGAP2	2	2.0	100.0
NM_001283038	PGAP2	2	2.0	100.0
NM_001145438	PGAP2	2	2.0	100.0
NM_001283039	PGAP2	2	2.0	100.0
NM_001346401	PGAP2	2	2.0	100.0
NM_001346397	PGAP2	2	2.0	100.0
NM_001346399	PGAP2	2	2.0	100.0
NM_001346402	PGAP2	2	2.0	100.0
NM_001346398	PGAP2	2	2.0	100.0
NM_001346400	PGAP2	2	2.0	100.0
NM_001346403	PGAP2	2	2.0	100.0
NM_001346404	PGAP2	2	2.0	100.0
NM_001256238	PGAP2	2	2.0	100.0
NM_001346405	PGAP2	2	2.0	100.0
NM_014489	PGAP2	2	2.0	100.0
NM_001256240	PGAP2	2	2.0	100.0
NM_001256239	PGAP2	2	2.0	100.0
NM_001277962	STIM1	5	6.0	83.33333333333334
NM_001277961	STIM1	5	6.0	83.33333333333334
NM_003156	STIM1	5	6.0	83.33333333333334
NM_000518	HBB	93	139.0	66.90647482014388
NM_000519	HBD	2	8.0	25.0
NM_000184	HBG2	1	5.0	20.0
NR_027400	SMPD1	85	99.0	85.85858585858585
NR_134502	SMPD1	61	99.0	61.61616161616161
NM_001318088	SMPD1	93	99.0	93.93939393939394
NM_001365135	SMPD1	85	99.0	85.85858585858585
NM_001318087	SMPD1	93	99.0	93.93939393939394
NM_000543	SMPD1	93	99.0	93.93939393939394
NM_001007593	SMPD1	93	99.0	93.93939393939394
NM_000391	TPP1	38	53.0	71.69811320754717
NM_003737	DCHS1	3	3.0	100.0
NM_003754	EIF3F	1	1.0	100.0
NM_003320	TUB	1	1.0	100.0
NM_177972	TUB	1	1.0	100.0
NM_001289059	STK33	1	1.0	100.0
NM_001352399	STK33	1	1.0	100.0
NM_001352393	STK33	1	1.0	100.0
NM_001352387	STK33	1	1.0	100.0
NM_001352392	STK33	1	1.0	100.0
NM_001352395	STK33	1	1.0	100.0
NM_001352390	STK33	1	1.0	100.0
NM_001352391	STK33	1	1.0	100.0
NM_001352394	STK33	1	1.0	100.0
NM_001352388	STK33	1	1.0	100.0
NM_001352389	STK33	1	1.0	100.0
NM_001289058	STK33	1	1.0	100.0
NM_001289061	STK33	1	1.0	100.0
NM_030906	STK33	1	1.0	100.0
NM_001352396	STK33	1	1.0	100.0
NM_001352397	STK33	1	1.0	100.0
NM_001352398	STK33	1	1.0	100.0
NM_001367977	SCUBE2	1	1.0	100.0
NM_001170690	SCUBE2	1	1.0	100.0
NM_001330199	SCUBE2	1	1.0	100.0
NR_145966	DENND5A	5	5.0	100.0
NM_001348749	DENND5A	5	5.0	100.0
NM_001243254	DENND5A	5	5.0	100.0
NM_015213	DENND5A	5	5.0	100.0
NM_001348750	DENND5A	5	5.0	100.0
NR_036485	SBF2	3	21.0	14.285714285714285
NM_030962	SBF2	13	21.0	61.904761904761905
NM_021961	TEAD1	1	1.0	100.0
NM_001316352	PTH	2	2.0	100.0
NM_000315	PTH	2	2.0	100.0
NM_032228	FAR1	3	3.0	100.0
NM_001177314	RRAS2	2	5.0	40.0
NM_001102669	RRAS2	2	5.0	40.0
NM_001177315	RRAS2	2	5.0	40.0
NM_012250	RRAS2	5	5.0	100.0
NM_002645	PIK3C2A	1	2.0	50.0
NM_001321378	PIK3C2A	1	2.0	50.0
NM_001166290	KCNJ11	43	62.0	69.35483870967742
NM_000525	KCNJ11	62	62.0	100.0
NR_147094	ABCC8	97	148.0	65.54054054054053
NM_001351297	ABCC8	94	148.0	63.51351351351351
NM_001351296	ABCC8	94	148.0	63.51351351351351
NM_000352	ABCC8	94	148.0	63.51351351351351
NM_001287174	ABCC8	94	148.0	63.51351351351351
NM_001351295	ABCC8	94	148.0	63.51351351351351
NR_123738	USH1C	15	45.0	33.33333333333333
NM_001297764	USH1C	16	45.0	35.55555555555556
NM_153676	USH1C	15	45.0	33.33333333333333
NM_005709	USH1C	17	45.0	37.77777777777778
NM_001277269	OTOG	16	18.0	88.88888888888889
NM_001292063	OTOG	16	18.0	88.88888888888889
NM_001112741	KCNC1	6	6.0	100.0
NM_004976	KCNC1	5	6.0	83.33333333333334
NM_000331	SAA1	1	1.0	100.0
NM_001178006	SAA1	1	1.0	100.0
NM_199161	SAA1	1	1.0	100.0
NM_181508	HPS5	15	19.0	78.94736842105263
NM_007216	HPS5	15	19.0	78.94736842105263
NM_181507	HPS5	15	19.0	78.94736842105263
NM_001369404	CSRP3	6	8.0	75.0
NM_003476	CSRP3	8	8.0	100.0
NM_004211	SLC6A5	15	16.0	93.75
NM_001318369	SLC6A5	13	16.0	81.25
NM_001142649	ANO5	45	54.0	83.33333333333334
NM_213599	ANO5	45	54.0	83.33333333333334
NM_022725	FANCF	6	6.0	100.0
NM_001313726	ANO3	4	4.0	100.0
NM_031418	ANO3	4	4.0	100.0
NM_001313727	ANO3	4	4.0	100.0
NM_170731	BDNF	1	1.0	100.0
NM_001143805	BDNF	1	1.0	100.0
NM_001143806	BDNF	1	1.0	100.0
NM_170732	BDNF	1	1.0	100.0
NM_001143807	BDNF	1	1.0	100.0
NM_170733	BDNF	1	1.0	100.0
NM_001143808	BDNF	1	1.0	100.0
NM_001143809	BDNF	1	1.0	100.0
NM_001143810	BDNF	1	1.0	100.0
NM_001143811	BDNF	1	1.0	100.0
NM_001143812	BDNF	1	1.0	100.0
NM_001143813	BDNF	1	1.0	100.0
NM_001709	BDNF	1	1.0	100.0
NM_001143814	BDNF	1	1.0	100.0
NM_170734	BDNF	1	1.0	100.0
NM_001143816	BDNF	1	1.0	100.0
NM_170735	BDNF	1	1.0	100.0
NM_002233	KCNA4	1	1.0	100.0
NM_000510	FSHB	3	3.0	100.0
NM_001018080	FSHB	3	3.0	100.0
NM_152316	ARL14EP	1	1.0	100.0
NM_001288725	ELP4	5	1.0	500.0
NM_001288726	ELP4	5	1.0	500.0
NM_019040	ELP4	5	1.0	500.0
NR_160917	PAX6	91	128.0	71.09375
NR_160916	PAX6	85	128.0	66.40625
NM_001127612	PAX6	93	128.0	72.65625
NM_001368921	PAX6	69	128.0	53.90625
NM_001368923	PAX6	76	128.0	59.375
NM_001258462	PAX6	94	128.0	73.4375
NM_001368919	PAX6	99	128.0	77.34375
NM_001368890	PAX6	93	128.0	72.65625
NM_001310158	PAX6	94	128.0	73.4375
NM_001368888	PAX6	93	128.0	72.65625
NM_001258463	PAX6	94	128.0	73.4375
NM_001368915	PAX6	86	128.0	67.1875
NM_001368887	PAX6	93	128.0	72.65625
NM_001258464	PAX6	93	128.0	72.65625
NM_001604	PAX6	94	128.0	73.4375
NM_000280	PAX6	93	128.0	72.65625
NM_001368926	PAX6	76	128.0	59.375
NM_001368914	PAX6	87	128.0	67.96875
NM_001368893	PAX6	94	128.0	73.4375
NM_001368917	PAX6	86	128.0	67.1875
NM_001368927	PAX6	76	128.0	59.375
NM_001368912	PAX6	87	128.0	67.96875
NM_001368894	PAX6	94	128.0	73.4375
NM_001368910	PAX6	93	128.0	72.65625
NM_001368922	PAX6	76	128.0	59.375
NM_001368909	PAX6	70	128.0	54.6875
NM_001368911	PAX6	82	128.0	64.0625
NM_001368904	PAX6	75	128.0	58.59375
NM_001368928	PAX6	75	128.0	58.59375
NM_001368916	PAX6	86	128.0	67.1875
NM_001258465	PAX6	93	128.0	72.65625
NM_001368925	PAX6	76	128.0	59.375
NM_001368913	PAX6	87	128.0	67.96875
NM_001368892	PAX6	94	128.0	73.4375
NM_001368905	PAX6	98	128.0	76.5625
NM_001368920	PAX6	98	128.0	76.5625
NM_001368918	PAX6	99	128.0	77.34375
NM_001368889	PAX6	93	128.0	72.65625
NM_001368891	PAX6	93	128.0	72.65625
NM_001368924	PAX6	76	128.0	59.375
NM_001368906	PAX6	88	128.0	68.75
NM_001368908	PAX6	89	128.0	69.53125
NM_001310160	PAX6	93	128.0	72.65625
NM_001368901	PAX6	88	128.0	68.75
NM_001310161	PAX6	89	128.0	69.53125
NM_001368899	PAX6	88	128.0	68.75
NM_001368900	PAX6	89	128.0	69.53125
NM_001368907	PAX6	88	128.0	68.75
NM_001368902	PAX6	92	128.0	71.875
NM_001368929	PAX6	82	128.0	64.0625
NM_001368903	PAX6	89	128.0	69.53125
NM_001368930	PAX6	33	128.0	25.78125
NM_001310159	PAX6	83	128.0	64.84375
NR_160306	WT1	42	45.0	93.33333333333333
NM_000378	WT1	41	45.0	91.11111111111111
NM_024424	WT1	41	45.0	91.11111111111111
NM_024426	WT1	41	45.0	91.11111111111111
NM_001198551	WT1	34	45.0	75.55555555555556
NM_001198552	WT1	34	45.0	75.55555555555556
NM_001367854	WT1	27	45.0	60.0
NM_000611	CD59	2	2.0	100.0
NM_203331	CD59	2	2.0	100.0
NM_203329	CD59	2	2.0	100.0
NM_203330	CD59	2	2.0	100.0
NM_001127227	CD59	2	2.0	100.0
NM_001127226	CD59	2	2.0	100.0
NM_001127225	CD59	2	2.0	100.0
NM_001127223	CD59	2	2.0	100.0
NM_001752	CAT	1	2.0	50.0
NM_001166158	PDHX	6	15.0	40.0
NM_001135024	PDHX	9	15.0	60.0
NM_003477	PDHX	10	15.0	66.66666666666666
NM_001195728	SLC1A2	2	2.0	100.0
NM_001252652	SLC1A2	2	2.0	100.0
NM_004171	SLC1A2	2	2.0	100.0
NM_017583	TRIM44	1	1.0	100.0
NM_000448	RAG1	24	24.0	100.0
NM_001243786	RAG2	22	22.0	100.0
NM_000536	RAG2	22	22.0	100.0
NM_001243785	RAG2	22	22.0	100.0
NM_207122	EXT2	35	43.0	81.3953488372093
NM_001178083	EXT2	32	43.0	74.4186046511628
NM_000401	EXT2	35	43.0	81.3953488372093
NM_021926	ALX4	13	13.0	100.0
NM_001145266	SLC35C1	4	4.0	100.0
NM_001145265	SLC35C1	4	4.0	100.0
NM_018389	SLC35C1	4	4.0	100.0
NM_004813	PEX16	5	6.0	83.33333333333334
NM_057174	PEX16	2	6.0	33.33333333333333
NR_147890	PHF21A	1	1.0	100.0
NM_001352030	PHF21A	1	1.0	100.0
NM_001101802	PHF21A	1	1.0	100.0
NM_001352031	PHF21A	1	1.0	100.0
NM_001352026	PHF21A	1	1.0	100.0
NM_016621	PHF21A	1	1.0	100.0
NM_001352027	PHF21A	1	1.0	100.0
NM_001352025	PHF21A	1	1.0	100.0
NM_001352032	PHF21A	1	1.0	100.0
NM_001352028	PHF21A	1	1.0	100.0
NM_001352029	PHF21A	1	1.0	100.0
NM_052854	CREB3L1	2	2.0	100.0
NM_001105540	DGKZ	1	1.0	100.0
NM_001184751	ZNF408	1	1.0	100.0
NM_024741	ZNF408	1	1.0	100.0
NM_000506	F2	10	10.0	100.0
NM_001311257	F2	10	10.0	100.0
NM_002334	LRP4	1	4.0	25.0
NM_000107	DDB2	3	3.0	100.0
NM_001251935	NR1H3	1	1.0	100.0
NM_001251934	NR1H3	1	1.0	100.0
NM_001130102	NR1H3	1	1.0	100.0
NM_001363595	NR1H3	1	1.0	100.0
NM_005693	NR1H3	1	1.0	100.0
NM_001130101	NR1H3	1	1.0	100.0
NM_000256	MYBPC3	336	444.0	75.67567567567568
NR_134854	SLC39A13	1	1.0	100.0
NM_152264	SLC39A13	1	1.0	100.0
NM_001330245	SLC39A13	1	1.0	100.0
NM_001128225	SLC39A13	1	1.0	100.0
NM_032645	RAPSN	9	15.0	60.0
NM_005055	RAPSN	12	15.0	80.0
NM_004551	NDUFS3	7	7.0	100.0
NM_024783	AGBL2	1	1.0	100.0
NM_000062	SERPING1	45	49.0	91.83673469387756
NM_001032295	SERPING1	45	49.0	91.83673469387756
NR_037646	TMX2	4		
NM_001085458	CTNND1	4	4.0	100.0
NM_001206885	CTNND1	4	4.0	100.0
NM_001085459	CTNND1	4	4.0	100.0
NM_001085461	CTNND1	4	4.0	100.0
NM_001331	CTNND1	4	4.0	100.0
NM_001206891	CTNND1	4	4.0	100.0
NM_001085467	CTNND1	4	4.0	100.0
NM_001206890	CTNND1	4	4.0	100.0
NM_001085460	CTNND1	4	4.0	100.0
NM_001206889	CTNND1	4	4.0	100.0
NM_001085462	CTNND1	4	4.0	100.0
NM_001206883	CTNND1	4	4.0	100.0
NM_001206884	CTNND1	4	4.0	100.0
NM_001206886	CTNND1	4	4.0	100.0
NM_001206888	CTNND1	4	4.0	100.0
NM_001206887	CTNND1	4	4.0	100.0
NM_001085463	CTNND1	4	4.0	100.0
NM_001085466	CTNND1	4	4.0	100.0
NM_001085464	CTNND1	4	4.0	100.0
NM_001085468	CTNND1	4	4.0	100.0
NM_001085465	CTNND1	4	4.0	100.0
NM_001085469	CTNND1	4	4.0	100.0
NM_001142704	FAM111B	5	5.0	100.0
NM_198947	FAM111B	5	5.0	100.0
NM_001142703	FAM111B	5	5.0	100.0
NM_001142520	FAM111A	1	1.0	100.0
NM_001312910	FAM111A	1	1.0	100.0
NM_001142521	FAM111A	1	1.0	100.0
NM_001312909	FAM111A	1	1.0	100.0
NM_001142519	FAM111A	1	1.0	100.0
NM_001369455	FAM111A	1	1.0	100.0
NM_001369456	FAM111A	1	1.0	100.0
NM_001312911	FAM111A	1	1.0	100.0
NM_022074	FAM111A	1	1.0	100.0
NM_198847	FAM111A	1	1.0	100.0
NM_001369457	FAM111A	1	1.0	100.0
NM_002556	OSBP	1	1.0	100.0
NM_005142	CBLIF	3	5.0	60.0
NM_001062	TCN1	1	1.0	100.0
NM_207341	ZP1	2	4.0	50.0
NM_152718	VWCE	1	1.0	100.0
NR_028473	TMEM138	2	3.0	66.66666666666666
NM_016464	TMEM138	2	3.0	66.66666666666666
NM_001330281	TMEM138	2	3.0	66.66666666666666
NM_001330285	TMEM216	8	10.0	80.0
NM_001173991	TMEM216	7	10.0	70.0
NM_016499	TMEM216	8	10.0	80.0
NM_001173990	TMEM216	7	10.0	70.0
NM_017841	SDHAF2	2	4.0	50.0
NM_001127392	MYRF	11	11.0	100.0
NM_013279	MYRF	11	11.0	100.0
NR_134580	BEST1	44	47.0	93.61702127659575
NM_001363592	BEST1	44	47.0	93.61702127659575
NM_001139443	BEST1	35	47.0	74.46808510638297
NM_004183	BEST1	44	47.0	93.61702127659575
NM_001300787	BEST1	35	47.0	74.46808510638297
NM_001300786	BEST1	25	47.0	53.191489361702125
NM_001363593	BEST1	32	47.0	68.08510638297872
NM_001363591	BEST1	32	47.0	68.08510638297872
NM_002032	FTH1	1	1.0	100.0
NM_001040694	INCENP	1	1.0	100.0
NM_020238	INCENP	1	1.0	100.0
NM_022830	TUT1	1	1.0	100.0
NM_000327	ROM1	3	3.0	100.0
NR_109991	B3GAT3	4	4.0	100.0
NM_012200	B3GAT3	4	4.0	100.0
NM_001288722	B3GAT3	4	4.0	100.0
NM_001288723	B3GAT3	4	4.0	100.0
NM_001288721	B3GAT3	4	4.0	100.0
NM_001278194	GANAB	11	17.0	64.70588235294117
NM_001329222	GANAB	12	17.0	70.58823529411765
NM_001329224	GANAB	12	17.0	70.58823529411765
NM_001278193	GANAB	11	17.0	64.70588235294117
NM_001278192	GANAB	11	17.0	64.70588235294117
NM_001329223	GANAB	13	17.0	76.47058823529412
NM_198334	GANAB	13	17.0	76.47058823529412
NM_001329225	GANAB	13	17.0	76.47058823529412
NM_198335	GANAB	13	17.0	76.47058823529412
NR_037946	HNRNPUL2	26		
NR_037948	BSCL2	26	34.0	76.47058823529412
NR_037949	BSCL2	26	34.0	76.47058823529412
NM_001122955	BSCL2	26	34.0	76.47058823529412
NM_001130702	BSCL2	23	34.0	67.64705882352942
NM_032667	BSCL2	26	34.0	76.47058823529412
NM_001290048	ATL3	1	1.0	100.0
NM_015459	ATL3	1	1.0	100.0
NM_178443	FERMT3	7	9.0	77.77777777777779
NM_031471	FERMT3	7	9.0	77.77777777777779
NR_133660	KCNK4	1	2.0	50.0
NR_133661	KCNK4	1	2.0	50.0
NM_033310	KCNK4	2	2.0	100.0
NM_001317090	KCNK4	2	2.0	100.0
NR_133662	KCNK4	2	2.0	100.0
NM_001276327	SLC22A12	2	3.0	66.66666666666666
NM_144585	SLC22A12	3	3.0	100.0
NM_001276326	SLC22A12	3	3.0	100.0
NM_153378	SLC22A12	2	3.0	66.66666666666666
NM_153819	RASGRP2	7	10.0	70.0
NM_001098670	RASGRP2	7	10.0	70.0
NM_001318398	RASGRP2	7	10.0	70.0
NM_001098671	RASGRP2	7	10.0	70.0
NM_001164716	PYGM	37	69.0	53.62318840579711
NM_005609	PYGM	51	69.0	73.91304347826086
NM_130804	MEN1	218	254.0	85.8267716535433
NM_130803	MEN1	218	254.0	85.8267716535433
NM_130802	MEN1	218	254.0	85.8267716535433
NM_130799	MEN1	218	254.0	85.8267716535433
NM_000244	MEN1	218	254.0	85.8267716535433
NM_130801	MEN1	218	254.0	85.8267716535433
NM_130800	MEN1	218	254.0	85.8267716535433
NM_001370260	MEN1	218	254.0	85.8267716535433
NM_001370251	MEN1	220	254.0	86.61417322834646
NM_001370263	MEN1	211	254.0	83.07086614173228
NM_001370259	MEN1	218	254.0	85.8267716535433
NM_001370262	MEN1	211	254.0	83.07086614173228
NM_001370261	MEN1	218	254.0	85.8267716535433
NR_073519	VPS51	3	3.0	100.0
NM_013265	VPS51	3	3.0	100.0
NR_040008	CAPN1	5	7.0	71.42857142857143
NM_001198868	CAPN1	5	7.0	71.42857142857143
NM_001198869	CAPN1	5	7.0	71.42857142857143
NM_005186	CAPN1	5	7.0	71.42857142857143
NM_001330308	DPF2	4	5.0	80.0
NM_006268	DPF2	4	5.0	80.0
NM_020680	SCYL1	13	14.0	92.85714285714286
NM_001048218	SCYL1	13	14.0	92.85714285714286
NM_001164266	LTBP3	11	14.0	78.57142857142857
NM_021070	LTBP3	11	14.0	78.57142857142857
NM_001130144	LTBP3	12	14.0	85.71428571428571
NM_001243985	RELA	1	3.0	33.33333333333333
NM_001145138	RELA	1	3.0	33.33333333333333
NM_001243984	RELA	1	3.0	33.33333333333333
NM_021975	RELA	1	3.0	33.33333333333333
NM_032193	RNASEH2C	4	4.0	100.0
NR_037718	EFEMP2	9	10.0	90.0
NM_016938	EFEMP2	9	10.0	90.0
NM_004214	FIBP	1	1.0	100.0
NM_198897	FIBP	1	1.0	100.0
NM_001323	CST6	1	1.0	100.0
NM_053054	CATSPER1	2	2.0	100.0
NM_006842	SF3B2	2	2.0	100.0
NM_006876	B4GAT1	1	1.0	100.0
NM_024649	BBS1	38	61.0	62.295081967213115
NM_001348571	ZDHHC24	2		
NM_003793	CTSF	3	5.0	60.0
NM_006946	SPTBN2	16	16.0	100.0
NM_024650	C11orf80	2	2.0	100.0
NM_001302084	C11orf80	2	2.0	100.0
NM_000920	PC	19	22.0	86.36363636363636
NM_001040716	PC	19	22.0	86.36363636363636
NM_022172	PC	19	22.0	86.36363636363636
NM_001166212	CLCF1	3	3.0	100.0
NM_013246	CLCF1	3	3.0	100.0
NM_001300896	CABP4	2	6.0	33.33333333333333
NM_001300895	CABP4	4	6.0	66.66666666666666
NM_145200	CABP4	4	6.0	66.66666666666666
NM_003977	AIP	37	42.0	88.09523809523809
NM_001302960	AIP	37	42.0	88.09523809523809
NM_001302959	AIP	32	42.0	76.19047619047619
NM_007103	NDUFV1	15	16.0	93.75
NM_001166102	NDUFV1	14	16.0	87.5
NM_002496	NDUFS8	10	10.0	100.0
NM_001351059	TCIRG1	26	43.0	60.46511627906976
NM_006019	TCIRG1	25	43.0	58.139534883720934
NM_006053	TCIRG1	23	43.0	53.48837209302325
NR_161379	KMT5B	4	10.0	40.0
NR_161378	KMT5B	7	10.0	70.0
NR_161380	KMT5B	7	10.0	70.0
NM_001369430	KMT5B	10	10.0	100.0
NM_001300908	KMT5B	9	10.0	90.0
NM_001369432	KMT5B	10	10.0	100.0
NM_001369428	KMT5B	10	10.0	100.0
NM_001300907	KMT5B	10	10.0	100.0
NM_001369429	KMT5B	8	10.0	80.0
NM_017635	KMT5B	10	10.0	100.0
NM_001369431	KMT5B	10	10.0	100.0
NM_001369433	KMT5B	10	10.0	100.0
NM_001369426	KMT5B	10	10.0	100.0
NM_001369425	KMT5B	7	10.0	70.0
NM_001300909	KMT5B	7	10.0	70.0
NM_001363566	KMT5B	7	10.0	70.0
NM_001369427	KMT5B	7	10.0	70.0
NM_001369424	KMT5B	7	10.0	70.0
NM_016028	KMT5B	7	10.0	70.0
NM_002335	LRP5	40	45.0	88.88888888888889
NM_001291902	LRP5	36	45.0	80.0
NM_015973	GAL	1	1.0	100.0
NM_001031847	CPT1A	24	45.0	53.333333333333336
NM_001876	CPT1A	24	45.0	53.333333333333336
NM_002180	IGHMBP2	33	41.0	80.48780487804879
NM_005247	FGF3	13	13.0	100.0
NR_110766	SHANK2	1	5.0	20.0
NM_133266	SHANK2	3	5.0	60.0
NM_012309	SHANK2	5	5.0	100.0
NM_001360	DHCR7	46	58.0	79.3103448275862
NM_001163817	DHCR7	46	58.0	79.3103448275862
NM_001145309	LRTOMT	3	3.0	100.0
NM_001145310	LRTOMT	3	3.0	100.0
NM_001145308	LRTOMT	3	3.0	100.0
NM_016724	FOLR1	8	9.0	88.88888888888889
NM_016725	FOLR1	8	9.0	88.88888888888889
NM_000802	FOLR1	8	9.0	88.88888888888889
NM_016729	FOLR1	8	9.0	88.88888888888889
NM_001567	INPPL1	8	9.0	88.88888888888889
NM_001258393	CLPB	10	16.0	62.5
NM_001258392	CLPB	11	16.0	68.75
NM_030813	CLPB	12	16.0	75.0
NM_001258394	CLPB	12	16.0	75.0
NM_001146209	PDE2A	1	1.0	100.0
NM_001243784	PDE2A	1	1.0	100.0
NM_002599	PDE2A	1	1.0	100.0
NM_001143839	PDE2A	1	1.0	100.0
NM_152222	RELT	2	3.0	66.66666666666666
NM_032871	RELT	2	3.0	66.66666666666666
NM_003356	UCP3	1	1.0	100.0
NM_022803	UCP3	1	1.0	100.0
NM_001286577	C2CD3	3	8.0	37.5
NM_015531	C2CD3	3	8.0	37.5
NM_001329942	LIPT2	1	3.0	33.33333333333333
NM_001144869	LIPT2	3	3.0	100.0
NM_001329941	LIPT2	3	3.0	100.0
NM_001319240	LOC100287896	2		
NM_001207014	SERPINH1	2	2.0	100.0
NM_001235	SERPINH1	2	2.0	100.0
NR_163259	LRRC32	1	1.0	100.0
NM_001370190	LRRC32	1	1.0	100.0
NM_001370187	LRRC32	1	1.0	100.0
NM_001128922	LRRC32	1	1.0	100.0
NM_005512	LRRC32	1	1.0	100.0
NM_001370188	LRRC32	1	1.0	100.0
NM_001370189	LRRC32	1	1.0	100.0
NM_018367	ACER3	2	2.0	100.0
NM_001300954	ACER3	2	2.0	100.0
NM_001300955	ACER3	2	2.0	100.0
NM_001300953	ACER3	2	2.0	100.0
NM_138706	B3GNT6	1	1.0	100.0
NM_004055	CAPN5	1	1.0	100.0
NM_001369365	MYO7A	145	194.0	74.74226804123711
NM_000260	MYO7A	148	194.0	76.28865979381443
NM_001127180	MYO7A	145	194.0	74.74226804123711
NM_002576	PAK1	2	2.0	100.0
NM_001128620	PAK1	2	2.0	100.0
NM_001007027	ALG8	5	8.0	62.5
NM_024079	ALG8	5	8.0	62.5
NM_001243251	NARS2	12	17.0	70.58823529411765
NM_024678	NARS2	14	17.0	82.35294117647058
NM_001098816	TENM4	1	1.0	100.0
NR_146645	TMEM126B	2	3.0	66.66666666666666
NR_146646	TMEM126B	2	3.0	66.66666666666666
NM_001193537	TMEM126B	3	3.0	100.0
NM_001256546	TMEM126B	3	3.0	100.0
NM_001193538	TMEM126B	3	3.0	100.0
NM_018480	TMEM126B	3	3.0	100.0
NM_001256547	TMEM126B	3	3.0	100.0
NM_001350393	TMEM126B	2	3.0	66.66666666666666
NM_001350395	TMEM126B	2	3.0	66.66666666666666
NM_001350396	TMEM126B	2	3.0	66.66666666666666
NM_001350394	TMEM126B	2	3.0	66.66666666666666
NM_001244735	TMEM126A	1	2.0	50.0
NM_032273	TMEM126A	1	2.0	50.0
NM_001289608	SYTL2	1	1.0	100.0
NM_032943	SYTL2	1	1.0	100.0
NM_001365827	SYTL2	1	1.0	100.0
NM_206928	SYTL2	1	1.0	100.0
NM_001365826	SYTL2	1	1.0	100.0
NM_206927	SYTL2	1	1.0	100.0
NM_001162951	SYTL2	1	1.0	100.0
NM_001162953	SYTL2	1	1.0	100.0
NM_001308007	EED	5	5.0	100.0
NM_001330334	EED	2	5.0	40.0
NM_003797	EED	5	5.0	100.0
NR_136324	HIKESHI	1	2.0	50.0
NM_001322407	HIKESHI	1	2.0	50.0
NM_001322409	HIKESHI	1	2.0	50.0
NM_016401	HIKESHI	1	2.0	50.0
NM_001322404	HIKESHI	1	2.0	50.0
NR_120591	PRSS23	9		
NR_120592	PRSS23	9		
NM_012193	FZD4	9	9.0	100.0
NM_001814	CTSC	9	10.0	90.0
NM_001114173	CTSC	1	10.0	10.0
NM_148170	CTSC	1	10.0	10.0
NM_000372	TYR	55	62.0	88.70967741935483
NM_004268	MED17	3	3.0	100.0
NM_001098672	HEPHL1	2	2.0	100.0
NM_001330347	MRE11	33	52.0	63.46153846153846
NM_005590	MRE11	32	52.0	61.53846153846154
NM_005591	MRE11	33	52.0	63.46153846153846
NM_001363604	CEP57	6	6.0	100.0
NM_001243776	CEP57	6	6.0	100.0
NM_001243777	CEP57	6	6.0	100.0
NM_014679	CEP57	6	6.0	100.0
NM_016156	MTMR2	11	15.0	73.33333333333333
NM_201281	MTMR2	11	15.0	73.33333333333333
NM_201278	MTMR2	11	15.0	73.33333333333333
