#hg19.refGene.name	hg19.knownToEnsembl.value
NM_144495	ENST00000376566
NM_006521	ENST00000315869
NM_024859	ENST00000376338
NM_001282142	n/a
NM_005710	ENST00000218224,ENST00000474671,
NM_001032381	ENST00000376563
NM_001167989	ENST00000376563
NM_001167990	ENST00000376563
NM_001167992	ENST00000474671
NM_001080489	ENST00000463327,ENST00000303227,
NR_135596	n/a
NM_001099681	ENST00000376338
NM_001099682	ENST00000376338
NM_001032384	ENST00000396763
NM_001032382	ENST00000376563
NM_001127898	ENST00000376088
NM_033670	ENST00000376038,ENST00000487204,
NM_033031	ENST00000376042,ENST00000276014,
NM_001127899	ENST00000376088
NM_001013742	ENST00000376025
NR_110382	n/a
NM_020717	ENST00000289292,ENST00000376020,ENST00000460112,
NR_027121	n/a
NR_110654	n/a
NM_001005333	ENST00000375695
NM_001005332	ENST00000375772
NM_006986	ENST00000326587
NM_001353982	n/a
NM_001353979	n/a
NM_001111125	ENST00000396435
NR_148674	n/a
NR_148672	n/a
NR_148673	n/a
NM_018969	ENST00000332582
NM_001353981	n/a
NM_001300788	n/a
NM_015107	ENST00000357988,ENST00000338154,ENST00000443302,
NM_017848	ENST00000375180
NM_001184898	ENST00000322659
NM_001184897	ENST00000338154
NM_031407	ENST00000427052,ENST00000262854,
NM_001184896	ENST00000357988
NM_020922	ENST00000354646
NM_001002838	ENST00000375169
NM_001037967	ENST00000330807
NR_030722	n/a
NM_000032	ENST00000330807
NM_001037968	ENST00000396198
NM_001166699	ENST00000332132
NM_001166703	ENST00000425133
NM_001166702	ENST00000477847
NM_001166700	ENST00000425133
NM_001166701	ENST00000425133
NM_001166704	ENST00000332132,ENST00000425133,
NR_130179	n/a
NM_198510	ENST00000218436
NM_138362	ENST00000358460
NM_001324104	n/a
NM_001324105	n/a
NR_027139	ENST00000475785
NM_174912	ENST00000374900
NM_001006681	ENST00000333933
NM_001353840	n/a
NM_001353841	n/a
NM_001006683	ENST00000374912
NM_001006682	ENST00000374912
NM_001282461	n/a
NM_001282462	n/a
NR_148564	n/a
NR_148557	n/a
NM_007156	ENST00000358697
NR_015353	ENST00000609401
NR_152609	n/a
NR_152610	n/a
NR_152611	n/a
NR_152612	n/a
NR_152613	n/a
NM_017677	ENST00000453546,ENST00000374852,
NM_031206	ENST00000374811
NM_001170649	ENST00000374811
NM_001243804	ENST00000337990,ENST00000545618,ENST00000337990,
NM_001178032	ENST00000337990
NM_001170650	ENST00000374807,ENST00000374811,
NM_001282141	n/a
NM_001367242	n/a
NM_001367241	n/a
NM_001367233	n/a
NM_001367243	n/a
NM_001130860	ENST00000441993,
NM_014799	ENST00000336279,ENST00000343002,ENST00000419594,
NM_138737	ENST00000519389
NM_001367238	n/a
NM_001367236	n/a
NM_001367239	n/a
NM_001367240	n/a
NM_001367234	n/a
NR_159802	n/a
NR_159800	n/a
NM_001367232	n/a
NR_159801	n/a
NM_001348064	n/a
NM_001348063	n/a
NM_001348061	n/a
NM_001011645	ENST00000374690
NM_000044	ENST00000513847,ENST00000504326,ENST00000374690,
NM_001142503	ENST00000523864
NM_002547	ENST00000355520,ENST00000540071,
NM_014725	ENST00000523864
NM_001005610	ENST00000533317,ENST00000502251,ENST00000374548,
NR_103715	n/a
NM_001005613	ENST00000533317
NM_012310	ENST00000374388,ENST00000374403,
NM_031276	ENST00000374320,ENST00000374333,
NM_001003811	ENST00000395889
NM_181303	ENST00000374051
NM_001321276	n/a
NM_018977	ENST00000374051,ENST00000476589,
NM_001145409	ENST00000535149
NM_001145410	ENST00000535149,ENST00000490044,
NM_181672	ENST00000373719
NM_007363	ENST00000535149
NM_001166660	ENST00000536169,ENST00000395855,
NM_181673	ENST00000373719,
NM_001145408	ENST00000535149
NR_104387	n/a
NR_104388	n/a
NR_104389	n/a
NR_104390	n/a
NR_104391	n/a
NR_104392	n/a
NR_104394	n/a
NR_104395	n/a
NR_104393	n/a
NM_001286074	n/a
NM_004606	ENST00000423759
NM_138923	ENST00000373790,ENST00000449580,
NR_051952	n/a
NM_017669	ENST00000334463
NM_001009954	n/a
NM_001166419	ENST00000439122
NM_018486	ENST00000373573
NM_001122670	ENST00000339490
NM_001166418	ENST00000373573,ENST00000373589,
NM_001166448	ENST00000439122
NM_001170747	ENST00000423432
NM_001172436	ENST00000373545
NR_110398	n/a
NM_002637	ENST00000339490
NM_001039840	ENST00000373504,
NM_001300884	n/a
NR_029423	ENST00000602584
NR_024582	ENST00000602772
NM_001271698	ENST00000253577
NM_001271697	ENST00000253577
NM_001271699	ENST00000253577
NM_004299	ENST00000253577
NM_006517	ENST00000587091
NM_001271696	ENST00000253577
NM_001008537	ENST00000055682
NM_001146257	ENST00000541184,
NM_001146256	ENST00000541184
NM_144969	ENST00000541184
NR_110400	n/a
NR_110401	n/a
NR_110402	n/a
NR_110403	n/a
NR_110404	n/a
NR_110405	n/a
NR_110406	n/a
NR_104109	n/a
NM_000052	ENST00000341514
NM_000489	ENST00000373344,ENST00000480283,ENST00000373344,
NM_001282224	n/a
NM_138270	ENST00000373344,ENST00000395603,
NR_110646	n/a
NM_003022	ENST00000373212,
NM_153252	ENST00000373275,
NM_001330512	n/a
NM_001177478	ENST00000506585
NM_014496	ENST00000262752,
NM_144657	ENST00000297977
NM_001177479	ENST00000297977
NM_001307940	n/a
NM_001367858	n/a
NM_024921	ENST00000262753,ENST00000373145,
NM_198450	ENST00000373173
NM_001367857	n/a
NM_001362519	n/a
NM_001362518	n/a
NM_001362517	n/a
NM_001320959	n/a
NM_000390	ENST00000357749
NM_019117	ENST00000373119
NM_057162	ENST00000373119
NM_001171111	ENST00000322139
NM_173698	ENST00000355813
NM_001171109	ENST00000355813
NM_001171110	ENST00000538690
NM_006733	ENST00000218507,ENST00000423383,ENST00000372926,
NM_001168474	ENST00000324762,ENST00000372907,
NM_024885	ENST00000372907
NM_024917	ENST00000338687
NM_001167970	ENST00000545398
NM_001167971	ENST00000338687
NM_001167972	ENST00000545398
NM_001318521	n/a
NM_001099686	ENST00000395088,ENST00000457521,
NM_022053	ENST00000372757,ENST00000372749,
NR_146586	n/a
NR_146585	n/a
NR_146584	n/a
NR_146587	n/a
NM_001350270	n/a
NR_038988	ENST00000440496
NR_146588	n/a
NR_146590	n/a
NR_146592	n/a
NR_146591	n/a
NR_146593	n/a
NR_146589	n/a
NM_001350268	n/a
NM_001350269	n/a
NM_207318	ENST00000493442
NR_146557	n/a
NM_001291277	n/a
NM_031274	ENST00000372578
NM_198465	ENST00000243300
NM_032428	n/a
NR_033676	ENST00000372461
NM_017681	ENST00000372466
NM_001171095	ENST00000540876
NM_001171092	ENST00000541806
NM_020384	ENST00000336803
NM_024539	ENST00000324342
NM_194463	ENST00000255499
NM_001321288	n/a
NM_001321290	n/a
NM_001287760	n/a
NM_012216	ENST00000262843
NM_033380	ENST00000361603,ENST00000328300,
NM_052817	ENST00000262843
NM_001847	ENST00000372216
NM_000495	ENST00000483338
NM_001321289	n/a
NM_001287758	n/a
NM_178270	ENST00000345734
NR_135608	n/a
NM_033641	ENST00000334504,
NM_001321287	n/a
NM_001287759	n/a
NM_178271	n/a
NM_052936	ENST00000372232
NM_001318509	n/a
NM_004458	ENST00000348502,ENST00000340800,
NM_001318510	n/a
NM_022977	ENST00000340800,
NM_001522	ENST00000218006,
NM_001353849	n/a
NM_001353850	n/a
NM_001143983	ENST00000434224
NM_001353851	n/a
NM_001171689	ENST00000262844
NM_001143981	ENST00000372045,ENST00000218054,
NM_001143982	ENST00000218054
NM_001025580	ENST00000262844
NM_017698	ENST00000372072
NM_001367204	n/a
NM_001367205	n/a
NM_145234	ENST00000218054
NM_032227	ENST00000372068,ENST00000288381,
NR_159734	n/a
NM_015365	ENST00000262844
NM_001367209	n/a
NM_001367208	n/a
NM_001367207	n/a
NM_001367206	n/a
NM_178153	ENST00000356915
NM_001324325	n/a
NR_136746	n/a
NM_014289	ENST00000324068
NR_136747	n/a
NM_001369371	n/a
NM_001128166	ENST00000446737
NM_000555	ENST00000338081
NM_001128167	ENST00000425146
NR_136745	n/a
NR_136744	n/a
NR_136743	n/a
NM_001324330	n/a
NM_001324329	n/a
NM_001324332	n/a
NM_001369374	n/a
NM_178152	ENST00000338081
NM_001369372	n/a
NM_001369373	n/a
NM_002578	ENST00000519681
NM_178151	ENST00000371993
NR_136742	n/a
NM_001369370	n/a
NM_001324334	n/a
NM_001324333	n/a
NM_001324331	n/a
NM_001324328	n/a
NM_001324327	n/a
NM_001324326	n/a
NM_001128173	ENST00000372010
NM_001128168	ENST00000360648
NR_136748	n/a
NM_001195553	ENST00000356915
NM_001354473	n/a
NR_136741	n/a
NR_136740	n/a
NM_133265	ENST00000304758,ENST00000371962,
NM_001004308	ENST00000340433
NR_110399	n/a
NR_131204	n/a
NM_001256761	ENST00000276198
NM_001256760	ENST00000276198
NM_000868	ENST00000276198
NM_020871	ENST00000317135
NM_001282337	n/a
NM_001243963	ENST00000317135
NM_005032	ENST00000355899
NM_001145346	ENST00000424776
NR_132337	n/a
NR_130730	n/a
NM_033495	ENST00000262820
NM_001168300	ENST00000262820
NM_001168299	ENST00000539496
NM_001168302	ENST00000540167
NM_001168303	ENST00000371876,ENST00000545703,
NM_001168301	ENST00000541812
NM_001184965	ENST00000254029
NM_001184966	ENST00000371822
NM_019045	ENST00000254029
NM_020721	ENST00000402510
NM_144658	ENST00000276204,
NM_145802	ENST00000360156
NM_145800	ENST00000360156,ENST00000489216,ENST00000394616,ENST00000394617,
NM_015129	ENST00000354416
NM_145799	ENST00000394610
NR_131238	n/a
NM_001104545	ENST00000371369
NM_017938	ENST00000371369
NM_001104544	ENST00000371369
NM_173571	ENST00000416816,ENST00000457020,ENST00000430448,ENST00000417256,ENST00000457977,ENST00000439466,ENST00000415858,ENST00000441330,ENST00000458218,
NM_001080139	n/a
NM_001369145	n/a
NM_001242922	n/a
NM_001079872	ENST00000371322,
NM_003588	ENST00000371322
NM_001080146	ENST00000419982,ENST00000419194,ENST00000433030,
NM_001080145	n/a
NM_001080144	n/a
NM_001080143	n/a
NM_001080142	n/a
NM_001080138	n/a
NM_001080137	n/a
NM_001330624	n/a
NM_000828	ENST00000264357
NM_007325	ENST00000264357,ENST00000541091,
NM_001282418	n/a
NM_001042751	ENST00000371157
NM_001355534	n/a
NM_006603	ENST00000371157,ENST00000371160,ENST00000371157,
NM_001081550	ENST00000245838,ENST00000355725,
NM_001042749	ENST00000371157
NM_001042750	ENST00000371157
NM_001282875	n/a
NM_001318784	n/a
NM_001587	ENST00000357121
NM_001282874	n/a
NM_003069	ENST00000371122,
NM_000276	ENST00000371113
NM_001421	ENST00000308167
NR_104107	n/a
NR_027141	n/a
NM_001127197	ENST00000335997
NM_001282195	n/a
NM_017666	ENST00000370978,
NM_001282198	n/a
NM_001282197	n/a
NM_001282196	n/a
NM_001004486	ENST00000338616
NM_001170962	ENST00000370903,ENST00000370904,
NM_001555	ENST00000370903
NM_001170961	ENST00000370903
NR_126350	n/a
NR_152876	n/a
NR_026975	ENST00000427391
NM_147175	ENST00000370836,
NM_001077188	ENST00000370836,
NM_001042453	ENST00000394334
NM_001042452	ENST00000394334
NM_016542	ENST00000394334,
NM_001170704	ENST00000394311
NR_110410	n/a
NM_001164617	ENST00000394299
NM_001164619	ENST00000370818
NM_001164618	ENST00000370818
NM_001448	ENST00000370828,
NM_004484	ENST00000370818
NM_001365748	n/a
NM_001365747	n/a
NM_138819	ENST00000370785
NM_001365745	n/a
NM_001365744	n/a
NM_001316887	n/a
NR_038998	ENST00000592070
NM_001170780	ENST00000414371
NR_134925	n/a
NR_158603	n/a
NR_158606	n/a
NM_001015877	ENST00000370803
NM_001170782	ENST00000495147
NM_001170784	ENST00000495147
NM_001170783	ENST00000495147
NM_001316888	n/a
NM_032458	ENST00000332070,ENST00000370803,
NM_001170779	ENST00000370784
NM_001291540	n/a
NM_152695	ENST00000339249,
NM_001172288	ENST00000463085,
NM_001291535	n/a
NM_001007551	ENST00000463085
NM_001321271	n/a
NM_001017417	ENST00000370741
NM_001306177	n/a
NM_004840	ENST00000370620,ENST00000250617,
NM_153834	ENST00000394143,ENST00000412101,ENST00000287534,
NM_001139498	ENST00000305414
NM_001139500	ENST00000441825
NM_001139502	ENST00000441825,
NM_033642	ENST00000305414
NM_004114	ENST00000315930
NM_001139501	ENST00000441825
NM_005369	ENST00000370576
NM_001171876	ENST00000414978
NM_001171877	ENST00000536274
NM_001171878	ENST00000370576,ENST00000520602,
NM_001171879	ENST00000370576,
NM_001099855	ENST00000414978
NM_001353810	n/a
NM_001353811	n/a
NM_001353812	n/a
NR_104228	n/a
NR_037183	ENST00000421554
NM_001324279	n/a
NM_001324276	n/a
NM_001171909	ENST00000514208
NM_001177465	ENST00000370401
NR_027456	ENST00000444489
NM_000252	ENST00000370396,
NM_024082	ENST00000538575,ENST00000370353,
NM_173493	ENST00000370357
NM_001372165	n/a
NM_004961	ENST00000370328
NM_000808	ENST00000370314
NM_021949	ENST00000370181
NM_001142806	ENST00000253122
NM_005629	ENST00000253122
NM_001142805	ENST00000253122
NM_001001344	ENST00000263519
NM_001316337	n/a
NM_000513	ENST00000369935,ENST00000369929,
NM_002436	ENST00000413259
NM_001166462	ENST00000413259
NM_001166460	ENST00000413259
NM_001166461	ENST00000413259
NM_004992	ENST00000303391
NM_005334	ENST00000310441
NM_001048181	n/a
NM_001369394	n/a
NM_001369393	n/a
NM_001369392	n/a
NM_001369391	n/a
NM_001110792	ENST00000303391
NM_001289	ENST00000369449,
NM_001304990	n/a
NM_023934	ENST00000369498
NM_001184797	ENST00000369439
NM_018196	ENST00000334398
NM_018390	ENST00000399012,ENST00000381657,
NM_001370372	n/a
NM_001370373	n/a
NM_001370370	n/a
NM_001370371	n/a
NM_012227	ENST00000326153
NR_028057	n/a
NR_163416	n/a
NM_013239	ENST00000390665,ENST00000445792,
NR_027231	n/a
NR_027232	n/a
NM_006883	ENST00000334060
NM_000451	ENST00000381578
NM_001161532	ENST00000501036
NM_001161531	ENST00000381509
NM_001161530	ENST00000417535
NR_027760	ENST00000381524
NM_001161529	ENST00000432318
NM_172247	ENST00000361536
NR_110830	n/a
NR_037461	ENST00000580266
NM_001012288	ENST00000381567
NM_022148	ENST00000381567,
NM_006140	ENST00000381524
NM_172245	ENST00000432318
NM_172246	ENST00000361536
NM_172249	ENST00000361536
NM_001636	ENST00000381401
NM_001173473	ENST00000534940
NM_001267713	ENST00000331035
NM_001173474	ENST00000381333
NM_004192	ENST00000381333
NM_002183	ENST00000331035
NR_130733	n/a
NR_026710	ENST00000420411
NR_026711	ENST00000425740
NM_178129	ENST00000381297
NR_027383	ENST00000474361
NM_005088	ENST00000381261,ENST00000313871,
NM_004043	ENST00000381241
NM_001171038	ENST00000381241
NM_001171039	ENST00000381241
NM_001171136	ENST00000381223
NM_004729	ENST00000381223
NM_001171135	ENST00000381223
NR_106737	n/a
NR_033381	ENST00000430562
NR_033380	ENST00000435581
NR_037842	ENST00000445785
NM_001141920	n/a
NM_175569	ENST00000426774
NM_001141919	ENST00000426774
NR_003254	n/a
NM_001669	ENST00000381154
NM_001282628	n/a
NR_144459	n/a
NM_009589	n/a
NM_000047	ENST00000545496,ENST00000540563,
NM_001011719	ENST00000381130
NM_015419	ENST00000217939
NR_038428	ENST00000457435
NR_145722	n/a
NR_046643	n/a
NR_034031	ENST00000425492
NR_146578	n/a
NR_146580	n/a
NR_146581	n/a
NR_146579	n/a
NR_146578	n/a
NR_110390	n/a
NR_136577	n/a
NR_039927	ENST00000579149
NM_016379	ENST00000444481,ENST00000381089,
NM_012080	ENST00000381077
NM_001178136	ENST00000381077
NM_001135565	ENST00000381077
NM_001178135	ENST00000381077,ENST00000540122,
NR_039924	ENST00000582827
NM_013452	ENST00000381059
NM_004650	ENST00000381042
NM_001142389	ENST00000444736
NM_001172672	ENST00000537427
NR_030380	ENST00000384896
NM_016378	ENST00000381089,ENST00000317103,
NM_001001888	ENST00000381032
NM_174951	ENST00000381003
NM_001171186	ENST00000543214
NM_205849	ENST00000428477
NM_001320663	n/a
NM_001195081	n/a
NM_001320664	n/a
NM_001830	ENST00000380833
NM_001256944	ENST00000380833
NM_182681	ENST00000380714
NM_182680	ENST00000380712
NM_001142	ENST00000380714
NR_049865	n/a
NM_001193270	ENST00000312196
NM_001282174	n/a
NM_078629	ENST00000312196
NM_078628	ENST00000337339,ENST00000494268,
NM_006800	ENST00000312196,ENST00000380693,
NM_002765	ENST00000380668
NM_001039091	ENST00000380668
NM_016610	n/a
NM_016562	ENST00000380659
NM_138636	ENST00000218032,
NR_030727	ENST00000451564
NM_021109	ENST00000451311
NM_174901	ENST00000542843,
NM_001135995	ENST00000380622
NR_146309	n/a
NR_046087	ENST00000431486
NR_045260	ENST00000419566
NR_106734	n/a
NM_001128835	ENST00000453655,ENST00000519382,
NM_001195328	ENST00000464506
NM_014563	ENST00000543226,ENST00000359680,
NM_001297563	n/a
NM_004251	ENST00000464506
NM_001011658	ENST00000453655
NM_001297564	n/a
NM_152634	ENST00000314720,ENST00000467590,
NM_005278	ENST00000356942
NM_001001996	ENST00000356942
NM_001001995	ENST00000316715
NM_001042480	ENST00000380523
NM_001042479	ENST00000380523
NM_017856	ENST00000380523
NR_110506	n/a
NM_001330241	n/a
NM_152581	ENST00000380492
NM_001324162	n/a
NM_001177475	ENST00000380492
NM_152633	ENST00000324138
NR_136707	n/a
NM_001018113	ENST00000398334
NM_001201583	ENST00000380470
NM_024087	ENST00000380488,ENST00000380485,
NM_001168530	ENST00000380488
NM_001031739	ENST00000380488
NM_080873	ENST00000380470
NM_001168531	ENST00000546332
NM_001012428	ENST00000380470
NM_004469	ENST00000297904
NM_020473	ENST00000333590,ENST00000428964,ENST00000542278,
NR_033836	n/a
NR_033835	n/a
NM_002641	ENST00000333590
NM_001721	ENST00000342014
NM_001320866	n/a
NM_203281	ENST00000357607,ENST00000348343,
NR_126564	n/a
NR_160541	n/a
NR_026551	ENST00000380333
NR_160542	n/a
NR_160543	n/a
NM_020665	ENST00000380342
NM_005089	ENST00000307771
NM_007220	ENST00000318636
NR_002725	n/a
NM_005314	ENST00000380289
NM_001277307	ENST00000400004
NR_039762	n/a
NM_004057	ENST00000380200
NM_018360	ENST00000380122
NM_001198719	ENST00000380084
NM_001168683	ENST00000380122
NM_002893	ENST00000380087
NR_039925	ENST00000585270
NR_046632	n/a
NM_006746	ENST00000380043
NM_001037536	ENST00000380045
NM_001037535	ENST00000380043
NM_001037540	ENST00000380043
NR_046642	n/a
NM_000330	ENST00000379984
NM_000292	ENST00000379942
NR_029379	ENST00000452900
NM_000284	ENST00000545074
NM_001173455	ENST00000545074
NM_001173456	ENST00000540249,
NM_001173454	ENST00000379806
NR_037414	ENST00000579846
NM_001367774	n/a
NM_198279	ENST00000379687,
NR_024440	n/a
NR_023358	ENST00000364722
NM_001412	ENST00000379607
NR_046592	n/a
NM_153270	ENST00000379499
NM_206923	ENST00000429584
NM_004595	ENST00000404933
NM_001258423	ENST00000404933
NR_046639	ENST00000424650
NM_152577	ENST00000323684
NM_182699	ENST00000327968
NM_173495	ENST00000379361,
NM_006406	ENST00000379341
NM_002970	ENST00000379253,ENST00000379270,
NR_027783	ENST00000489394
NM_152761	ENST00000379211
NM_001169574	ENST00000379211
NM_001415	ENST00000253039
NM_030624	ENST00000328046
NM_001178086	ENST00000539115,ENST00000379177,ENST00000539115,
NM_001178085	ENST00000379177
NM_001178084	ENST00000379188
NM_001330327	n/a
NM_003410	ENST00000379177
NM_001178095	ENST00000379188
NR_046657	ENST00000427551
NM_001136233	ENST00000536351
NM_001136234	ENST00000436466
NR_046638	n/a
NR_003007	ENST00000516060
NM_139058	ENST00000379044
NM_173699	ENST00000325250
NM_173523	ENST00000379034
NM_001271752	ENST00000602297
NR_001559	ENST00000569334
NM_207319	n/a
NR_148432	n/a
NM_182506	ENST00000356790
NM_001017930	ENST00000441525
NR_106750	n/a
NR_049877	n/a
NM_002367	ENST00000378982
NM_002364	ENST00000378988
NM_002365	ENST00000361644
NM_177415	ENST00000397550
NM_002363	ENST00000378981
NM_177404	ENST00000397548
NM_000475	ENST00000378970
NM_025159	ENST00000378962
NM_203391	ENST00000378946
NM_000167	ENST00000378946,ENST00000413616,
NM_001128127	ENST00000378943
NM_001205019	ENST00000378943,
NM_152787	ENST00000378933,
NR_145449	n/a
NM_031894	ENST00000359202
NM_004019	ENST00000378723,ENST00000378680,
NR_037478	n/a
NR_031646	n/a
NM_203408	ENST00000346193
NM_031442	ENST00000275954
NM_152631	ENST00000329357
NM_001099921	ENST00000399989
NM_001370159	n/a
NM_001370158	n/a
NM_152632	ENST00000297866
NM_001013736	ENST00000358047
NM_001271682	ENST00000397453
NM_021083	ENST00000378616
NM_006520	ENST00000378578
NM_000397	ENST00000378588,
NM_012274	ENST00000341016
NR_039674	n/a
NM_001163334	ENST00000456733
NM_001034853	ENST00000378505
NM_021242	ENST00000336949
NR_046706	n/a
NM_001098791	ENST00000457894
NM_001098790	ENST00000336949
NR_038968	ENST00000448597
NR_110385	n/a
NR_037501	n/a
NR_039763	n/a
NM_017745	ENST00000397354
NM_001123385	ENST00000378444
NR_110386	n/a
NM_001195522	ENST00000423387
NM_005765	ENST00000378438,
NM_001289773	n/a
NM_004229	ENST00000324817
NR_027761	ENST00000424288
NR_135616	n/a
NM_001193417	ENST00000478993,ENST00000399959,
NM_001193416	ENST00000399959
NM_001356	ENST00000399959,ENST00000478993,
NM_001363819	n/a
NR_126093	n/a
NR_126094	n/a
NM_022567	ENST00000342595,ENST00000378220,
NM_080817	ENST00000302548,
NM_025210	n/a
NR_110387	n/a
NM_000266	ENST00000378062
NR_046631	n/a
NM_173794	ENST00000378045
NM_022076	ENST00000339042
NM_176819	ENST00000398000
NM_024689	ENST00000377934
NR_104645	n/a
NR_104644	n/a
NR_029636	ENST00000384992
NR_029635	ENST00000385135
NR_102268	ENST00000377927
NR_125365	n/a
NR_110388	n/a
NM_001129898	ENST00000344302
NM_001129899	ENST00000360017
NM_001129900	ENST00000360017
NM_017776	ENST00000344302
NM_019886	ENST00000276055
NR_015378	ENST00000421685
NM_006915	ENST00000218340
NR_046101	ENST00000377879
NM_019056	ENST00000377811
NM_001282848	n/a
NM_001282849	n/a
NM_001135998	ENST00000377811
NM_001204466	ENST00000377604
NM_152869	ENST00000397180,
NM_001204467	ENST00000377604
NM_001204468	ENST00000377604
NM_005676	ENST00000377604
NM_004683	ENST00000397180
NM_152856	ENST00000377604
NM_001371072	n/a
NM_001170460	ENST00000276052
NM_006201	ENST00000357227,
NM_033018	ENST00000457458
NR_024616	ENST00000456273
NM_003446	ENST00000377073
